region,admin,stid,year,month,date,depth,sechi,temp_b,salinity_b,pH_b,DO_b,COD_b,NH3-N_b,NO2-_b,NO3-_b,DIN_b,TN_b,DIP_b,TP_b,SAS_b,SS_b,Chla_b
South,Yeosu,CK2402,2014,5,2014-05-24,13.5,5.6,16.78,33.72,8.18,7.5,1.56,5.7,0.6,2,8.3,245.2,5.4,15,286.4,15.2,3.39
South,Yeosu,CK2402,2014,8,2014-08-24,13.7,1,22.61,31.93,8.27,6.72,1.41,10.2,13.9,43.8,67.9,530.5,6.3,25.6,424.4,5.8,61.42
South,Yeosu,CK2402,2014,11,2014-11-09,16,2.5,18.43,32.28,8.08,7.06,0.87,1.5,63.9,59.1,124.6,315.9,15,25.6,533.1,5.8,0.86
South,Yeosu,CK2402,2015,2,2015-02-10,14,1.5,8.03,33.85,8.16,9.75,0.82,7.5,3.6,60.6,71.7,236.3,11,22.8,258.1,8.4,3.69
South,Yeosu,CK2402,2015,5,2015-05-23,15.5,2.6,16.59,32.42,8.16,7.41,1.28,3.4,5.4,34.8,43.6,320.1,6.7,23.9,235.3,18.6,3.53
South,Yeosu,CK2402,2015,8,2015-08-14,15,4.2,22.81,32.49,8.17,7.4,1.08,5.7,1.5,3.8,10.9,187.2,4.2,16.1,423.6,5.4,1.54
South,Yeosu,CK2402,2015,11,2015-11-16,15,2.8,17.34,32.05,8.11,8.03,0.45,61,16.5,46.4,123.9,347.2,19.8,24.5,491.8,4.7,0.66
South,Yeosu,CK2402,2016,2,2016-02-18,14,3,7.94,33.25,8.41,10.37,0.8,21.3,2.8,71.8,95.9,350.3,12,22.4,320.5,16,2.42
South,Yeosu,CK2402,2016,5,2016-05-21,14,4.2,16.81,33.05,8.15,8.66,0.43,1.9,3.7,11,16.5,118.6,5.7,13.8,192.9,17.1,0.2
South,Yeosu,CK2402,2016,8,2016-08-14,13.5,6,24.24,32.7,7.97,5.54,1.1,57.5,8,10.5,76,207.7,24.6,36.9,465.8,5.1,1
South,Yeosu,CK2402,2016,11,2016-11-12,13,5.8,16.86,31.47,8.14,7.79,1.01,19.5,36.4,67.8,123.7,243.1,14.4,25.2,413.6,3.7,0.08
South,Yeosu,CK2402,2017,2,2017-02-13,15,3.6,7.19,33.67,8.25,10.64,1.92,7.77,2.52,21.14,31.43,135.58,16.99,20.8,121.49,7.85,1.37
South,Yeosu,CK2402,2017,5,2017-05-21,13,6.9,15.96,33.83,8.14,7.84,1.12,0.7,3.18,11.51,15.39,137.2,4.71,20.1,282.52,6.45,2.74
South,Yeosu,CK2402,2017,8,2017-08-17,13.5,5.2,26.55,31.94,8.27,6.48,1.86,2.76,6.24,7.8,16.8,211.89,16.21,28.15,390.88,4.65,3.48
South,Yeosu,CK2402,2017,11,2017-11-16,14,3,16.49,32.9,8.13,4.85,0.93,15.64,9.31,33.73,58.67,153.75,20.71,22.77,283.14,3.5,1.16
South,Yeosu,CK2402,2018,2,2018-02-02,16,2.5,5.6,33.73,8.23,7.51,2.05,4.45,5.46,54.11,64.02,181.97,17.58,27.93,215.04,8.25,1.1
South,Yeosu,CK2402,2018,5,2018-05-22,13.5,2.8,16.05,33.81,8.21,7.9,1.38,45.09,7.34,21.77,74.2,192,5.89,18.48,266.78,12.1,1.55
South,Yeosu,CK2402,2018,8,2018-08-27,13.5,1.5,26.62,32.48,8.14,5.85,8.29,39.12,3.7,17.1,59.92,164.63,11.8,26.63,405.92,17.33,0.46
South,Yeosu,CK2402,2018,11,2018-11-11,15,4.5,17.16,33.05,8.18,7.51,1.22,26.25,11.69,46.87,84.81,176.19,13.36,25.11,310.35,3.4,0.42
South,Yeosu,CK2402,2019,2,2019-02-27,14.5,5.1,8.97,33.88,8.35,10.12,1.75,4.61,1.13,6.31,12.05,129.81,5.61,21.27,52.47,8.9,1.19
South,Yeosu,CK2402,2019,5,2019-05-04,14.5,8,14.49,33.55,8.24,9.32,1.83,0.41,1.47,9.02,10.89,127.67,3.1,16.68,99.04,6.85,0.55
South,Yeosu,CK2402,2019,8,2019-08-09,15,5,22.65,32.04,7.98,5.08,1.5,54.11,6.19,23.59,83.89,225.69,19.56,40.05,546.39,4.35,0.87
South,Yeosu,CK2402,2019,11,2019-11-08,13,6,18.79,31.31,8.17,7.66,1.23,10.23,1.53,2.34,14.1,212.21,3.5,28.52,53.09,3.45,4.48
South,Yeosu,CK2402,2020,2,2020-02-09,11,3,8.9,33.33,8.18,5.92,1.06,11.33,6.99,95.21,113.53,239.54,19.5,30.97,396.45,12.1,1.79
South,Yeosu,CK2402,2020,5,2020-05-14,13,3.5,16.19,33.34,8.13,10.34,2.91,1.11,0.52,3.07,4.69,153.4,4.06,22.57,193.4,5.6,4.34
South,Yeosu,CK2402,2020,8,2020-08-17,13,1.2,17.89,33.19,7.92,4.73,1.18,2.46,29.08,167.72,199.26,297.6,34.47,45.54,1094.8,10.1,1.7
South,Yeosu,CK2402,2020,11,2020-11-11,12,4,16.78,32.18,8.22,8.2,1.29,29.65,12.18,35.7,77.53,214.59,12.93,27.65,334.77,6.1,3.06
South,Yeosu,CK2402,2021,2,2021-02-03,14,1.5,9.13,33.84,7.95,9.38,1.19,2.9,4.41,64.26,71.57,176.64,14.26,32.12,292.32,18.7,0.83
South,Yeosu,CK2402,2021,5,2021-05-26,15,3,17.31,33.65,8.07,7.22,1.32,15,7.8,19.6,42.4,195,6.4,25.5,237.7,17.3,3.36
South,Yeosu,CK2402,2021,8,2021-08-03,13,6,24.52,31.76,8.01,3.95,1.57,121.9,28.1,58.3,208.3,271.61,27.37,44.36,1040.17,19.75,2.66
South,Yeosu,CK2402,2021,11,2021-11-13,13,3,17.4,32.6,8.23,7.25,1.25,9.39,11.41,20.68,41.48,150.47,9.42,22.41,241.39,6.3,1.94
South,Yeosu,CK2402,2022,2,2022-02-23,13,1.8,8.87,33.97,8.29,9.64,2.47,10.1,3.6,62.9,76.6,171.1,13.5,25.5,281,20.1,1.18
South,Yeosu,CK2402,2022,5,2022-05-05,15,6.5,14.33,33.26,7.94,8.19,1.78,13.8,6.9,34.9,55.6,173.6,5.6,24.6,253,26.1,0.68
South,Yeosu,CK2402,2022,8,2022-08-21,13.5,3.5,21.22,33.39,8.03,10.42,1.8,34.9,9.7,28.8,73.5,237.6,24.9,39.2,514.6,0.8,0.2
South,Yeosu,CK2402,2022,11,2022-11-15,15,3.9,17.05,33.05,8.14,7.56,1.25,23.3,1.4,8,32.6,173.1,6.6,27.2,109.5,5.8,1.12
South,Yeosu,CK2402,2023,2,2023-02-14,15,2.5,8.62,33.8,8.34,9.84,2.7,3.65,0.52,2.2,6.37,141.82,4.74,21.58,48.47,10,2.55
South,Yeosu,CK2402,2023,5,2023-05-23,15,3.5,16.73,33.04,8.14,8.03,1.91,15.82,7.11,33.54,56.48,183.46,6.17,18.82,237.8,7.5,1.88
South,Yeosu,CK2402,2023,8,2023-08-15,14,3,25.94,30.86,7.72,6.03,1.9,10.82,1.71,19.92,32.45,134.53,5.89,16.52,385.34,23.3,2.84
South,Yeosu,CK2402,2023,11,2023-11-08,14,3,18.64,32.71,8.28,7.04,0.87,16.27,27.2,57.02,100.49,192.26,20.24,24.96,529.56,3.8,0.61
South,Yeosu,CK2402,2024,2,2024-02-20,15,4,10.01,33.49,8.2,10.36,1.03,7.92,3.15,55.79,66.86,178.26,10.82,28.58,242.93,13.4,4.28
South,Yeosu,CK2402,2024,5,2024-05-09,14,3.5,16.44,33.29,8.2,8.21,2.26,12,2.58,32.83,47.4,156.7,4.71,28.09,228.62,16.1,1.8
South,Yeosu,CK2402,2024,8,2024-08-12,16,12,20.23,33.07,7.89,8.27,1.47,101.16,10.22,41.87,153.26,305.45,37.2,53.79,843,11.1,1.47
South,Yeosu,CK2402,2024,11,2024-11-14,14,4,19.01,31.34,8.11,8.98,2.22,7,7.49,22.41,36.9,160.34,7.22,24.89,93.6,7.2,7.96
South,Yeosu,CK2403,2014,2,2014-02-25,25.2,4,10.31,34.3,8.22,8.94,3.72,0.9,3.8,42.4,47,133.3,11.7,17,220.7,6.3,2.49
South,Yeosu,CK2403,2014,5,2014-05-22,25.5,7.4,14.7,34.21,8.2,7.89,1.22,10.1,8.1,30.9,49.1,246.7,7.7,17.9,222.2,23.5,1.91
South,Yeosu,CK2403,2014,8,2014-08-24,25.4,2,21.14,32.68,8.26,6.75,0.67,0.7,6.6,41.8,49.1,209.7,5.8,11.1,342.2,8,0.87
South,Yeosu,CK2403,2014,11,2014-11-08,25,1.5,18.7,32.67,8.1,6.91,0.69,1.5,42.7,44.6,88.8,241.9,11.1,22.8,467.3,7.8,1.27
South,Yeosu,CK2403,2015,2,2015-02-10,26,2,9.96,34.06,8.14,9.32,0.57,5,5.4,80.8,91.2,295.7,13.5,23,307.6,9.8,2.12
South,Yeosu,CK2403,2015,5,2015-05-23,25.5,3.9,15.39,33.5,8.16,7.1,0.71,97.6,6.9,71.9,176.3,298,11.9,20.3,346.1,16.6,1.01
South,Yeosu,CK2403,2015,8,2015-08-17,26.5,8.5,17.61,33.35,8.01,5.25,0.64,7.7,13.8,72,93.6,224.9,13.9,24.5,600.2,9.2,1.09
South,Yeosu,CK2403,2015,11,2015-11-16,26.5,1.8,17.36,32.26,8.15,8.14,0.6,17.9,12.3,46.9,77,288.6,10.9,28.2,327.2,9.7,0.61
South,Yeosu,CK2403,2016,2,2016-02-18,26,2.5,9.42,33.81,8.37,9.86,0.32,10.6,3.9,104.9,119.4,160.2,15.4,19.8,390.8,16,0.68
South,Yeosu,CK2403,2016,5,2016-05-21,26,7.3,15.26,33.86,8.09,7.75,0.17,13.7,9.6,38.5,61.7,144.9,6.7,17.1,302.2,12.9,0.63
South,Yeosu,CK2403,2016,8,2016-08-14,25,8,18.28,33.45,7.91,3.44,0.66,6,4.3,14.1,24.3,194.4,12.4,26.5,701.8,13.8,1.54
South,Yeosu,CK2403,2016,11,2016-11-12,25,9.5,17.86,32.81,8.13,7.09,0.65,14,11.5,51.1,76.6,201.7,10,20.1,284.6,16.2,0.17
South,Yeosu,CK2403,2017,2,2017-02-13,27,2.5,8.67,33.96,8.25,10.26,1.72,8.36,1.55,4.96,14.87,117.19,14.88,19.03,40.99,9,2.92
South,Yeosu,CK2403,2017,5,2017-05-21,25,7.1,14,33.96,8.17,7.69,0.59,0.57,13.48,77.5,91.56,149.8,11.1,17.3,313.99,9.05,0.99
South,Yeosu,CK2403,2017,8,2017-08-17,24.5,8.8,20.64,33.29,8.04,4.56,1.35,1.55,21.17,49.88,72.6,189.34,16.96,24.71,612.25,5.6,0.38
South,Yeosu,CK2403,2017,11,2017-11-16,25.5,5,16.88,33.71,8.04,5.29,0.81,3.02,10.79,128.81,142.63,166,24.89,25.34,469.42,3.9,0.39
South,Yeosu,CK2403,2018,2,2018-02-02,28,1.8,7.93,33.95,8.18,9.05,1.24,9.93,0.42,75.53,85.88,150.01,18.79,19.81,305.82,6.3,1.6
South,Yeosu,CK2403,2018,5,2018-05-22,25,3,15.54,34.01,8.24,8.05,1.48,17.58,8.02,17.6,43.2,134.18,5.02,17.55,225.65,17.8,0.59
South,Yeosu,CK2403,2018,8,2018-08-19,25,12,25.26,32.55,8.17,6.86,1.78,19.59,2.3,15.5,37.39,136.22,4.8,12.68,232.82,4.8,6.28
South,Yeosu,CK2403,2018,11,2018-11-11,27,10.4,16.8,33.53,8.15,7.37,1.01,6.26,7.34,77.43,91.03,147.03,14.11,22.23,331.16,4.53,0.65
South,Yeosu,CK2403,2019,2,2019-02-27,26,5.2,9.19,33.97,8.37,9.73,2.39,19.56,0.92,2.66,23.14,121.37,4.37,19.81,28.67,10.65,2.44
South,Yeosu,CK2403,2019,5,2019-05-04,26.5,8.1,13.66,33.79,8.22,8.74,1.71,0.04,6.94,28.35,35.34,78.47,7.56,16.4,169.26,6.25,0.61
South,Yeosu,CK2403,2019,8,2019-08-09,26,10,17.26,33.46,8.01,6.03,2.57,0.2,10.99,92.58,103.77,225.32,22.07,38.84,520.6,11.9,2.42
South,Yeosu,CK2403,2019,11,2019-11-08,23,3,19.35,32.22,8.13,7.02,0.8,9.21,14.07,23.55,46.83,164.57,7.75,22.75,225.43,4.25,2.86
South,Yeosu,CK2403,2020,2,2020-02-09,23,2.5,9.11,33.62,8.18,8.54,0.66,0.97,7,82.05,90.02,218.6,17.86,30.38,382.31,10.2,2.16
South,Yeosu,CK2403,2020,5,2020-05-14,24,3.6,14.54,33.96,8.08,9.33,1.58,20.82,6.13,35.64,62.59,146.83,8.43,18.54,186.17,9.55,1.06
South,Yeosu,CK2403,2020,8,2020-08-17,24,1.9,15.61,34.1,8.1,5.8,1.2,11.34,15.4,191.66,218.4,272.55,34.13,39.4,666.29,9.6,0.64
South,Yeosu,CK2403,2020,11,2020-11-11,23,3.5,16.97,33.18,8.14,7.27,0.93,5.67,8.67,78.64,92.97,207.7,15.72,28.09,404.99,16.55,2.08
South,Yeosu,CK2403,2021,2,2021-02-03,26,2.5,9.58,33.91,7.97,9.33,0.84,0.2,5.89,68.63,74.72,195.58,13.73,27.81,290.16,10.75,0.59
South,Yeosu,CK2403,2021,5,2021-05-26,24,3.2,15.46,34.2,8.12,7.7,0.9,1.7,7.8,27.2,36.7,99.7,5.1,16.8,173.2,9.4,1.43
South,Yeosu,CK2403,2021,8,2021-08-03,24,2.9,19.12,33.48,8.09,4.9,1.04,37.7,5,116.3,159,208.08,21.02,25.61,626.25,11.6,0.92
South,Yeosu,CK2403,2021,11,2021-11-13,24,5,16.26,33.79,8.09,3.25,0.58,6.45,8.55,129.57,144.58,233.11,24.27,33.91,465.19,12.35,0.82
South,Yeosu,CK2403,2022,2,2022-02-23,25,3.5,10.74,34.13,8.29,9.12,2.2,4.9,4.6,82.7,92.1,177.4,14.1,23.9,309,8.9,0.74
South,Yeosu,CK2403,2022,5,2022-05-05,26,5.5,13.49,33.45,7.86,8.32,1.43,5.5,9.1,43.5,58.2,159.9,6.7,19.1,218.6,20.7,0.5
South,Yeosu,CK2403,2022,8,2022-08-21,24,6,15.44,34.08,7.99,5.3,1.27,13.4,13.4,147.8,174.6,281,27,37.6,570.8,6.1,0.63
South,Yeosu,CK2403,2022,11,2022-11-15,26,6,17.12,33.53,8.1,6.63,1.19,20.1,7.4,63.7,91.3,206.2,17.5,32.3,358.7,7.6,0.85
South,Yeosu,CK2403,2023,2,2023-02-14,25,4.9,8.74,33.85,8.38,10.98,2,2.32,0.32,1.2,3.84,110.68,4.06,21.64,21.73,7.9,3.93
South,Yeosu,CK2403,2023,5,2023-05-23,26,5,14.86,33.52,8.14,7.56,1.89,7.42,12.74,53.76,73.92,160.9,11.13,20,282.21,8.3,0.74
South,Yeosu,CK2403,2023,8,2023-08-15,25,4,25.19,31.9,7.78,6.55,1.33,3.68,4.27,13.72,21.67,127.61,3.57,12.71,336.14,20.45,1.23
South,Yeosu,CK2403,2023,11,2023-11-08,25,8,17.04,33.89,8.2,5.41,1.06,9.07,10.43,141.41,160.92,180.36,28.68,31.56,658.45,6.05,0.33
South,Yeosu,CK2403,2024,2,2024-02-20,23,4,11.5,33.97,8.11,9.25,0.96,5.52,6.29,86.48,98.28,151.75,16.03,25.14,367.05,14.3,4.3
South,Yeosu,CK2403,2024,5,2024-05-09,24,4,16.19,33.68,8.17,8.12,2.5,10.07,2.21,14.27,26.54,113.34,5.61,14.04,184.8,10.6,0.64
South,Yeosu,CK2403,2024,8,2024-08-12,26,10,15.51,33.97,7.98,4.94,2.73,19.85,11.65,168.42,199.92,269.18,30.85,36.18,562.6,5.3,0.29
South,Yeosu,CK2403,2024,11,2024-11-14,25,6,19.69,32.56,8.01,7.92,0.74,8.83,14.38,42.43,65.65,173.68,11.07,26.16,298.48,5.5,7.28
South,Yeosu,CK2404,2014,2,2014-02-24,15.7,9,9.07,34.2,8.26,9.56,0.4,2.4,1.5,14.5,18.4,162.4,6.1,25.2,67.7,29.8,12.01
South,Yeosu,CK2404,2014,5,2014-05-22,25.2,5.6,15.38,34.05,8.19,7.89,0.98,7.8,1,2.1,10.9,229.6,5,15.4,257.8,10.1,2.06
South,Yeosu,CK2404,2014,8,2014-08-24,24.8,2,20.69,32.8,8.14,4.72,1.11,1.7,37.2,97,135.8,308.3,16.3,30.5,778.9,9.4,0.69
South,Yeosu,CK2404,2014,11,2014-11-08,24,1.1,19.67,32.85,8.14,7.13,0.58,1.5,39.1,18.1,58.7,197.1,8.6,20.6,375.4,13.2,0.61
South,Yeosu,CK2404,2015,2,2015-02-10,25.5,2,8.8,33.95,8.17,9.97,0.95,4.5,4.5,41.7,50.7,309,9.7,25.3,184.2,11,5.52
South,Yeosu,CK2404,2015,5,2015-05-23,27,5.1,15.01,33.57,8.16,7,0.65,3,8.4,48.3,59.8,300.1,8.6,18.1,345.1,15.7,1.18
South,Yeosu,CK2404,2015,8,2015-08-14,25,5.4,17.71,33.18,7.93,4.23,0.84,3.3,8.5,76.6,88.4,197.1,17.1,25.2,803.9,15,0.92
South,Yeosu,CK2404,2015,11,2015-11-16,25,1.5,17.38,32.14,8.17,8.14,0.41,20.6,12,32.5,65.1,273.1,9.5,18.7,334.6,12.5,0.71
South,Yeosu,CK2404,2016,2,2016-02-18,25,2,7.63,33.43,8.36,10.64,0.28,19.8,2.4,40.3,62.4,203.8,9.4,25.8,217.6,16.2,2.62
South,Yeosu,CK2404,2016,5,2016-05-21,25,8,15.75,33.62,8.08,7.78,0.5,28.5,6.1,18.3,52.9,106,6.5,13.2,320.1,21.8,1.32
South,Yeosu,CK2404,2016,8,2016-08-14,22.5,10,18.87,33.32,7.88,3.32,0.96,25.6,7.8,46.8,80.2,174.7,15.3,32.3,930.3,12.5,2.32
South,Yeosu,CK2404,2016,11,2016-11-12,22,5.5,18.1,32.63,8.13,7.36,0.85,9.7,28.7,39.7,78.1,197.7,9.3,20.3,296.5,14.1,0.12
South,Yeosu,CK2404,2017,2,2017-02-13,25,2.8,9.23,33.95,8.22,9.85,1.83,7.45,2.91,12.14,22.5,131.68,17.11,21.95,106.15,15.3,1.4
South,Yeosu,CK2404,2017,5,2017-05-21,22,8.1,14.54,33.99,8.14,7.27,0.66,1.32,17.67,60.09,79.08,123.5,11.32,11.8,397.52,8.8,1.42
South,Yeosu,CK2404,2017,8,2017-08-17,22,10.5,26.16,32.41,8.08,4.25,1.65,5.62,8.67,11.02,25.31,278.39,16.83,34.26,797.3,11.8,0.64
South,Yeosu,CK2404,2017,11,2017-11-16,23.5,4.8,17.38,33.03,8.19,6.9,1.15,9.16,8.13,14.31,31.6,92.76,17.39,18.7,200.79,11.5,0.93
South,Yeosu,CK2404,2018,2,2018-02-02,24,2,8.55,34.1,8.21,9.54,1.15,5.39,0.83,99.86,106.08,207.8,21.14,26.44,368.48,9.35,1.78
South,Yeosu,CK2404,2018,5,2018-05-22,22,4.7,15.84,33.84,8.22,7.88,1.91,18.07,6.79,22.76,47.62,156.35,5.49,20.4,264.35,13.5,1.4
South,Yeosu,CK2404,2018,8,2018-08-19,22,3,26.58,32.38,8.22,6.53,1.84,9.53,0,3.7,13.23,120.22,1.6,11.41,204.96,11.43,0.55
South,Yeosu,CK2404,2018,11,2018-11-11,24,7.2,17.27,33.33,8.18,7.95,1.46,20.33,7.55,45.11,72.98,178,11.32,24.46,292.04,4.4,0.39
South,Yeosu,CK2404,2019,2,2019-02-27,22.5,4,9.94,34.15,8.36,10.46,1.95,4.02,0.55,2.3,6.86,128.63,4.74,18.32,24.95,10.5,2.9
South,Yeosu,CK2404,2019,5,2019-05-04,24,8.3,13.49,33.77,8.2,8.44,2.03,0.17,4.2,16.53,20.9,98.48,4.71,19.59,187.32,5.3,1.21
South,Yeosu,CK2404,2019,8,2019-08-09,22.5,11,18.99,33.08,8.12,8.02,1.83,0.13,1.25,2.8,4.17,145.94,8.65,27.68,282.13,10.8,3.46
South,Yeosu,CK2404,2019,11,2019-11-08,22,6,19.49,32.46,8.21,6.92,0.88,7.74,5.94,11.51,25.19,150,4.9,21.7,121.97,3.8,2.28
South,Yeosu,CK2404,2020,2,2020-02-09,22,3,10.81,33.98,8.17,8.64,0.71,6.58,8.11,88.52,103.21,217.17,18.69,30.38,405.97,26.4,1.17
South,Yeosu,CK2404,2020,5,2020-05-16,23,4.5,14.67,33.89,8.22,8.67,2.27,28.66,2.2,15.93,46.79,160.83,7.22,25.11,223.36,21.15,1.19
South,Yeosu,CK2404,2020,8,2020-08-17,22,2.2,17.03,33.56,7.96,4.38,1.68,0.14,5.82,206.58,212.55,273.71,37.29,45.63,1086.46,7.3,3.25
South,Yeosu,CK2404,2020,11,2020-11-06,23,4,18.24,32.49,8.3,7.59,1.08,7.29,6.38,21.76,35.43,163.9,6.91,19.53,252.34,6.4,2.74
South,Yeosu,CK2404,2021,2,2021-02-23,23,4.5,10.02,34.16,8.12,10.16,1.64,0.28,0.63,4.63,5.54,122.99,4.46,18.91,39.45,5.2,3.52
South,Yeosu,CK2404,2021,5,2021-05-26,25,4.3,16.31,33.97,8.13,7.2,0.88,6.2,13.5,45.1,64.7,137.9,10.9,21,308.1,13.6,1.59
South,Yeosu,CK2404,2021,8,2021-08-03,23,8,19.98,33.39,7.91,3.29,1.03,1.2,6.5,129.4,137.1,258.36,29.85,46.69,1146.94,11.05,0.71
South,Yeosu,CK2404,2021,11,2021-11-13,23,3,18.15,33.09,8.22,5.57,0.71,18.16,11.07,19.28,48.51,149.18,9.39,21.11,292.4,6.2,1.55
South,Yeosu,CK2404,2022,2,2022-02-23,24,2.8,7.44,33.96,8.42,10.65,2.94,5.2,0.7,1.8,7.6,183.8,2.7,29.6,44.6,16.6,2.78
South,Yeosu,CK2404,2022,5,2022-05-05,24,8.5,14.05,33.22,7.84,8.18,1.61,14.2,5.6,28.7,48.5,169.7,5.5,20.7,246.5,30.1,0.64
South,Yeosu,CK2404,2022,8,2022-08-21,23,4,18.12,33.52,7.84,3.8,1.63,2.3,10.1,153.1,165.5,280.2,29.9,41.8,846.5,3.4,0.34
South,Yeosu,CK2404,2022,11,2022-11-15,23.5,5.2,17.41,33.32,8.09,7.45,1.26,14.8,2.6,17.2,34.6,167.2,11,25.2,215.4,9.4,1.31
South,Yeosu,CK2404,2023,2,2023-02-14,22,3.5,9.18,33.94,8.34,10.55,2.19,3.68,0.87,7.42,11.97,124.96,7.53,22.57,72.69,6,3.81
South,Yeosu,CK2404,2023,5,2023-05-23,23,6,15.67,33.38,8.13,7.73,1.49,18.94,11.35,42.04,72.34,158.56,11.13,19,325.47,9.55,1.07
South,Yeosu,CK2404,2023,8,2023-08-15,23,8,24.05,31.33,7.57,4.86,1.62,43.88,6.09,14.84,64.81,185,11.59,22.32,799.46,21.85,1.42
South,Yeosu,CK2404,2023,11,2023-11-08,22,5,17.4,33.62,8.27,6.85,1.06,12.59,13.92,69.86,96.36,120.13,19,21.61,458.81,1.7,0.36
South,Yeosu,CK2404,2024,2,2024-02-20,23,4,11.22,33.94,8.09,9.52,1.06,12.12,5.63,85.69,103.45,145.52,16.37,28.4,372.32,21.5,4.7
South,Yeosu,CK2404,2024,5,2024-05-09,23,3.5,16.42,33.39,8.14,8.41,2.34,6.93,0.7,3.35,10.98,110.1,2.82,13.11,167.66,10.4,1.36
South,Yeosu,CK2404,2024,8,2024-08-12,23,11,17.79,33.49,7.96,5.12,1.03,16.25,10.43,43.97,70.66,184.27,17.45,29.61,597.07,8.7,2.39
South,Yeosu,CK2404,2024,11,2024-11-14,22,4,19.86,32.18,8.05,7.83,1.02,11.55,9.3,15.05,35.9,139.4,7.38,20.06,218.29,12.4,4.24
South,Yeosu,CK2406,2014,2,2014-02-24,13,4.3,8.92,34.13,8.3,10.52,0.31,3,1.3,5.5,9.8,116.8,5.6,15.2,64.1,3.7,2.32
South,Yeosu,CK2406,2014,5,2014-05-22,13.5,6.2,16.79,33.92,8.25,8.72,1.28,7.6,0.4,1.5,9.4,243.6,4.8,15.6,202.1,7.4,0.93
South,Yeosu,CK2406,2014,8,2014-08-27,11.6,6.5,24.32,30.64,8.51,9.74,2.08,6,1.5,7.6,15.2,221.9,4.4,12.7,232.9,4.2,1.19
South,Yeosu,CK2406,2014,11,2014-11-08,13,3,19.26,32.88,8.12,7.2,0.68,2.3,40,24,66.2,202,8.7,13.3,409.4,3.8,0.87
South,Yeosu,CK2406,2015,2,2015-02-10,12,3,8.54,33.9,8.22,10.56,1.12,6.8,2.5,18.2,27.6,158.2,8.3,16.9,115.1,8.4,4.08
South,Yeosu,CK2406,2015,5,2015-05-19,12,4.5,16.07,33.08,8.32,8.45,1.15,2.5,1.5,4.5,8.6,246,3.3,11.2,166.8,6.5,3.2
South,Yeosu,CK2406,2015,8,2015-08-10,13,3.3,19.98,32.77,8.05,6.77,1.24,4.8,0.7,4.6,10.2,158.8,5.1,18.4,528.2,13.1,1.4
South,Yeosu,CK2406,2015,11,2015-11-10,13.5,3.5,17.87,32.28,8.13,6.92,0.31,22,6.2,168.7,196.9,296.5,26.2,28.8,427.2,5.5,0.52
South,Yeosu,CK2406,2016,2,2016-02-23,14.5,4.5,8.53,33.6,8.3,10.25,0.34,26.5,2.5,61.8,90.8,294.1,12.6,58.3,241.3,5.8,0.89
South,Yeosu,CK2406,2016,5,2016-05-20,10.5,4.5,17.02,33.15,8.15,8.82,0.96,1.8,3,7.3,12.2,129.7,6,14.5,357.8,8.8,1.1
South,Yeosu,CK2406,2016,8,2016-08-13,11,4.8,23.34,32.85,8.19,7.51,1.24,7.1,0,2.6,9.8,145.9,5.5,23.5,180.2,3.9,1.84
South,Yeosu,CK2406,2016,11,2016-11-10,11,4.9,18.13,32.48,8.09,7.24,0.99,17.3,32.3,39.5,89,197.7,9.8,19,317.1,6.1,0.23
South,Yeosu,CK2406,2017,2,2017-02-08,12,5.7,9.66,33.87,8.18,10.54,1.92,9.66,1.99,7.83,19.47,114.34,15,19.44,73.58,4.75,1.98
South,Yeosu,CK2406,2017,5,2017-05-17,11.5,5.2,15.56,34,8.21,8.89,0.84,0.21,1.05,3.88,5.13,91.9,1.52,13.9,183.57,6.6,2.74
South,Yeosu,CK2406,2017,8,2017-08-16,12,8.8,27.2,31.61,8.29,6.79,1.45,2.16,3.51,7.04,12.72,169.71,15.25,16,195.38,3.65,1.07
South,Yeosu,CK2406,2017,11,2017-11-15,10.5,4.5,17.62,33.02,8.17,6.03,1.19,5.32,10.6,21.32,37.24,149.37,17.17,20.27,255.5,3.9,1.1
South,Yeosu,CK2406,2018,2,2018-02-25,12,6,8.55,34.28,8.35,11.11,1.04,12.54,0.84,9.46,22.85,122.09,15.16,16.37,143.64,5.25,1.41
South,Yeosu,CK2406,2018,5,2018-05-21,12,4.5,16.01,33.52,8.27,8.76,2.28,5.53,0.64,4.23,10.4,123.41,2.67,14.07,182.78,6.1,3.68
South,Yeosu,CK2406,2018,8,2018-08-29,13,3.4,25.86,32.5,8.16,5.74,1.34,10.54,13.7,24.2,48.44,157.26,9.1,21.67,414.79,8.5,1.9
South,Yeosu,CK2406,2018,11,2018-11-07,11.5,4.9,17.88,33.39,8.23,8.28,1.03,8.27,5.05,20.9,34.23,138.12,6.11,19.9,200.7,6.1,1.48
South,Yeosu,CK2406,2019,2,2019-02-26,13.5,3.9,10.29,34.18,8.36,10.75,1.53,2.86,0.95,3.02,6.83,131.42,4.31,16.18,55.5,5.35,1
South,Yeosu,CK2406,2019,5,2019-05-02,12,6.8,13.7,33.68,8.18,9.48,1.45,0.27,0.5,3.01,3.78,78.61,3.47,15.75,158.17,5.8,0.6
South,Yeosu,CK2406,2019,8,2019-08-09,12,5.5,22.89,32.56,8.14,7.72,2.19,0.34,2.32,10.93,13.59,141.88,9.02,18.88,275.74,8,1.49
